,area_type,location,total_sqft,bath,balcony,price,BHK
6948,Super built-up  Area,Whitefield,605.0,1.0,1.0,40.0,1
6949,Super built-up  Area,Whitefield,1185.0,2.0,2.0,41.0,2
6950,Super built-up  Area,Whitefield,1173.0,2.0,1.0,78.2,2
6951,Super built-up  Area,Whitefield,1740.0,4.0,3.0,130.0,3
6952,Super built-up  Area,Whitefield,1216.0,2.0,1.0,75.0,2
6953,Super built-up  Area,Whitefield,1060.0,2.0,1.0,35.0,2
6954,Super built-up  Area,Whitefield,1655.0,3.0,3.0,120.0,3
6955,Super built-up  Area,Whitefield,4003.0,6.0,3.0,300.0,4
6956,Super built-up  Area,Whitefield,1180.0,2.0,2.0,70.0,2
6957,Super built-up  Area,Whitefield,1280.0,2.0,2.0,69.0,2
6958,Super built-up  Area,Whitefield,2023.0,4.0,2.0,130.0,3
6959,Super built-up  Area,Whitefield,2134.0,4.0,2.0,118.0,3
6960,Super built-up  Area,Whitefield,1458.0,2.0,2.0,62.0,3
6961,Super built-up  Area,Whitefield,905.0,1.0,1.0,60.0,1
6962,Super built-up  Area,Whitefield,1537.0,2.0,3.0,70.0,3
6963,Super built-up  Area,Whitefield,1186.0,2.0,3.0,55.0,2
6964,Super built-up  Area,Whitefield,1109.0,2.0,1.0,35.22,2
6965,Super built-up  Area,Whitefield,1216.0,2.0,1.0,67.0,2
6966,Super built-up  Area,Whitefield,1452.0,3.0,2.0,90.0,3
6967,Super built-up  Area,Whitefield,1150.0,2.0,2.0,55.0,2
6968,Super built-up  Area,Whitefield,2830.0,5.0,3.0,190.0,4
6969,Super built-up  Area,Whitefield,1295.0,2.0,3.0,78.5,2
6970,Super built-up  Area,Whitefield,840.0,1.0,1.0,57.6,1
6971,Super built-up  Area,Whitefield,640.0,1.0,0.0,19.83,1
6972,Super built-up  Area,Whitefield,1190.0,2.0,2.0,41.0,2
6973,Super built-up  Area,Whitefield,1109.0,2.0,1.0,35.47,2
6974,Super built-up  Area,Whitefield,1850.0,3.0,2.0,150.0,3
6975,Super built-up  Area,Whitefield,1140.0,2.0,2.0,40.0,2
6976,Super built-up  Area,Whitefield,1216.0,2.0,1.0,75.0,2
6977,Super built-up  Area,Whitefield,1356.0,2.0,1.0,94.84,2
6978,Super built-up  Area,Whitefield,1338.0,2.0,1.0,103.0,2
6979,Super built-up  Area,Whitefield,1115.0,2.0,1.0,55.0,2
6980,Super built-up  Area,Whitefield,1870.0,3.0,2.0,90.0,3
6981,Super built-up  Area,Whitefield,1105.0,2.0,1.0,35.36,2
6982,Super built-up  Area,Whitefield,1074.0,2.0,1.0,42.79,2
6983,Super built-up  Area,Whitefield,1100.0,2.0,2.0,52.0,2
6984,Super built-up  Area,Whitefield,1267.0,2.0,1.0,90.33,2
6985,Super built-up  Area,Whitefield,1836.0,3.0,2.0,125.0,3
6986,Super built-up  Area,Whitefield,3596.0,3.0,1.0,200.0,3
6987,Super built-up  Area,Whitefield,1155.0,2.0,1.0,39.0,2
6988,Super built-up  Area,Whitefield,1216.0,2.0,1.0,82.0,2
6989,Super built-up  Area,Whitefield,1495.0,3.0,3.0,88.0,2
6990,Super built-up  Area,Whitefield,1564.0,3.0,1.0,103.0,3
6991,Super built-up  Area,Whitefield,1585.0,3.0,1.0,84.0,3
6992,Super built-up  Area,Whitefield,1140.0,2.0,2.0,50.0,2
6993,Super built-up  Area,Whitefield,1216.0,2.0,1.0,75.0,2
6994,Super built-up  Area,Whitefield,1227.0,2.0,2.0,70.0,2
6995,Super built-up  Area,Whitefield,1704.0,3.0,1.0,120.0,3
6996,Super built-up  Area,Whitefield,1495.0,2.0,2.0,60.55,3
6997,Super built-up  Area,Whitefield,1256.0,2.0,2.0,73.0,2
6998,Super built-up  Area,Whitefield,1195.0,2.0,1.0,62.38,2
6999,Super built-up  Area,Whitefield,1300.0,2.0,2.0,78.0,2
7000,Super built-up  Area,Whitefield,1570.0,3.0,3.0,88.0,3
7001,Super built-up  Area,Whitefield,1216.0,2.0,1.0,84.03,2
7002,Super built-up  Area,Whitefield,1216.0,2.0,1.0,72.5,2
7003,Super built-up  Area,Whitefield,1215.0,2.0,2.0,40.0,2
7004,Super built-up  Area,Whitefield,2025.0,4.0,2.0,115.0,3
7005,Super built-up  Area,Whitefield,1346.0,2.0,1.0,100.0,3
7006,Super built-up  Area,Whitefield,935.0,2.0,1.0,32.72,2
7007,Super built-up  Area,Whitefield,1024.0,2.0,1.0,32.0,2
7008,Super built-up  Area,Whitefield,1205.0,2.0,2.0,58.0,2
7009,Super built-up  Area,Whitefield,1720.0,3.0,3.0,98.97,3
7010,Super built-up  Area,Whitefield,1600.0,3.0,2.0,95.0,3
7011,Super built-up  Area,Whitefield,1655.0,3.0,1.0,108.0,3
7012,Super built-up  Area,Whitefield,1740.0,3.0,2.0,95.0,3
7013,Super built-up  Area,Whitefield,1350.0,2.0,1.0,88.0,2
7014,Super built-up  Area,Whitefield,1216.0,2.0,1.0,80.0,2
7015,Super built-up  Area,Whitefield,1340.0,2.0,1.0,101.0,2
7016,Super built-up  Area,Whitefield,1190.0,2.0,1.0,64.0,2
7017,Super built-up  Area,Whitefield,1626.0,3.0,3.0,85.0,3
7018,Super built-up  Area,Whitefield,1195.0,2.0,1.0,61.36,2
7019,Super built-up  Area,Whitefield,1100.0,2.0,2.0,65.0,2
7020,Super built-up  Area,Whitefield,1100.0,2.0,1.0,46.5,2
7021,Super built-up  Area,Whitefield,1216.0,2.0,1.0,73.0,2
7022,Super built-up  Area,Whitefield,1135.0,2.0,2.0,58.0,2
7023,Super built-up  Area,Whitefield,1185.0,2.0,2.0,56.0,2
7024,Super built-up  Area,Whitefield,2956.0,5.0,2.0,234.0,4
7025,Super built-up  Area,Whitefield,1530.0,3.0,3.0,75.0,3
7026,Super built-up  Area,Whitefield,1015.0,2.0,1.0,45.0,2
7027,Super built-up  Area,Whitefield,1187.0,2.0,1.0,38.0,2
7028,Super built-up  Area,Whitefield,2247.0,3.0,2.0,145.0,3
7029,Super built-up  Area,Whitefield,1190.0,2.0,3.0,59.0,2
7030,Super built-up  Area,Whitefield,1160.0,2.0,1.0,67.0,2
7031,Super built-up  Area,Whitefield,1216.0,2.0,1.0,66.88,2
7032,Super built-up  Area,Whitefield,1180.0,2.0,1.0,77.0,2
7033,Super built-up  Area,Whitefield,2140.0,3.0,2.0,139.0,3
7034,Super built-up  Area,Whitefield,1314.0,2.0,1.0,84.0,2
7035,Super built-up  Area,Whitefield,1530.0,3.0,3.0,73.0,3
7036,Super built-up  Area,Whitefield,1160.0,2.0,2.0,39.0,2
7037,Super built-up  Area,Whitefield,1012.0,2.0,1.0,58.0,2
7038,Super built-up  Area,Whitefield,1150.0,2.0,2.0,40.21,2
7039,Super built-up  Area,Whitefield,1340.0,2.0,2.0,41.0,2
7040,Super built-up  Area,Whitefield,1431.0,3.0,2.0,85.0,3
7041,Super built-up  Area,Whitefield,524.0,1.0,1.0,29.0,1
7042,Super built-up  Area,Whitefield,2135.0,3.0,2.0,149.0,4
7043,Super built-up  Area,Whitefield,3075.0,2.0,3.0,188.0,4
7044,Super built-up  Area,Whitefield,1655.0,3.0,2.0,110.0,3
7045,Super built-up  Area,Whitefield,840.0,1.0,1.0,57.0,1
7046,Super built-up  Area,Whitefield,1725.0,3.0,2.0,106.0,3
7047,Super built-up  Area,Whitefield,1130.0,2.0,1.0,36.0,2
7048,Super built-up  Area,Whitefield,516.0,1.0,1.0,39.0,1
7049,Super built-up  Area,Whitefield,1116.0,2.0,3.0,51.91,2
7050,Super built-up  Area,Whitefield,1639.0,3.0,2.0,107.0,3
7051,Super built-up  Area,Whitefield,3410.0,5.0,3.0,253.0,4
7052,Super built-up  Area,Whitefield,1345.0,3.0,1.0,58.0,3
7053,Super built-up  Area,Whitefield,1205.0,2.0,1.0,41.0,2
7054,Super built-up  Area,Whitefield,1250.0,2.0,2.0,85.0,2
7055,Super built-up  Area,Whitefield,1115.0,2.0,1.0,51.91,2
7056,Super built-up  Area,Whitefield,1277.0,2.0,1.0,77.0,2
7057,Super built-up  Area,Whitefield,1820.0,3.0,2.0,140.0,3
7058,Super built-up  Area,Whitefield,1245.0,2.0,1.0,59.76,2
7059,Super built-up  Area,Whitefield,1322.5,3.0,0.0,40.985,3
7060,Super built-up  Area,Whitefield,1074.0,2.0,1.0,42.8,2
7061,Super built-up  Area,Whitefield,2280.0,4.0,2.0,125.0,3
7062,Super built-up  Area,Whitefield,2882.0,5.0,1.0,200.0,4
7063,Super built-up  Area,Whitefield,1170.0,2.0,1.0,56.0,2
7064,Super built-up  Area,Whitefield,1639.5,3.0,0.0,92.63,3
7065,Super built-up  Area,Whitefield,1390.0,2.0,1.0,72.0,2
7066,Super built-up  Area,Whitefield,1190.0,2.0,1.0,70.0,2
7067,Super built-up  Area,Whitefield,1105.0,2.0,1.0,35.4,2
7068,Super built-up  Area,Whitefield,1270.0,2.0,1.0,94.0,2
7069,Super built-up  Area,Whitefield,1220.0,2.0,1.0,89.0,2
7070,Super built-up  Area,Whitefield,1116.0,2.0,3.0,51.91,2
7071,Super built-up  Area,Whitefield,1436.0,2.0,3.0,62.15,3
7072,Super built-up  Area,Whitefield,3758.0,3.0,1.0,300.0,3
7073,Super built-up  Area,Whitefield,1452.0,2.0,2.0,46.29,3
7074,Super built-up  Area,Whitefield,1370.0,2.0,2.0,56.0,2
7075,Super built-up  Area,Whitefield,1050.0,2.0,3.0,43.0,2
7076,Super built-up  Area,Whitefield,1496.0,2.0,1.0,71.81,3
7077,Super built-up  Area,Whitefield,1158.0,2.0,1.0,55.0,2
7078,Super built-up  Area,Whitefield,1396.0,3.0,1.0,74.0,3
7079,Super built-up  Area,Whitefield,1175.0,2.0,1.0,41.0,2
7080,Super built-up  Area,Whitefield,1315.0,2.0,3.0,55.0,2
7081,Super built-up  Area,Whitefield,1451.0,2.0,2.0,46.4,3
7082,Super built-up  Area,Whitefield,1063.0,2.0,1.0,42.52,2
7083,Super built-up  Area,Whitefield,1346.0,2.0,1.0,76.01,2
7084,Super built-up  Area,Whitefield,1276.0,2.0,1.0,69.5,2
7085,Super built-up  Area,Whitefield,1317.0,2.0,2.0,52.0,2
7086,Super built-up  Area,Whitefield,2858.0,4.0,0.0,137.0,4
7087,Super built-up  Area,Whitefield,1220.0,2.0,1.0,55.0,2
7088,Super built-up  Area,Whitefield,1116.0,2.0,3.0,48.76,2
7089,Super built-up  Area,Whitefield,1400.0,2.0,3.0,56.0,3
7090,Super built-up  Area,Whitefield,1140.0,2.0,3.0,55.0,2
7091,Super built-up  Area,Whitefield,1295.0,2.0,1.0,64.5,2
7092,Super built-up  Area,Whitefield,1200.0,2.0,3.0,70.0,2
7093,Super built-up  Area,Whitefield,1015.0,2.0,3.0,56.0,2
7094,Super built-up  Area,Whitefield,1430.0,3.0,2.0,52.0,3
7095,Super built-up  Area,Whitefield,1216.0,2.0,1.0,75.0,2
7096,Super built-up  Area,Whitefield,2321.0,4.0,1.0,157.0,3
7097,Super built-up  Area,Whitefield,1224.0,2.0,2.0,75.0,2
7098,Super built-up  Area,Whitefield,1655.0,3.0,2.0,113.0,3
7099,Super built-up  Area,Whitefield,925.0,2.0,1.0,35.0,2
7100,Super built-up  Area,Whitefield,1175.0,2.0,2.0,50.0,2
7101,Super built-up  Area,Whitefield,1660.0,3.0,1.0,110.0,3
7102,Super built-up  Area,Whitefield,1270.0,2.0,1.0,105.0,2
7103,Super built-up  Area,Whitefield,1315.0,2.0,2.0,69.5,2
7104,Super built-up  Area,Whitefield,1173.0,2.0,1.0,78.2,2
7105,Super built-up  Area,Whitefield,1362.0,2.0,3.0,85.0,2
7106,Super built-up  Area,Whitefield,955.0,2.0,0.0,38.19,2
7107,Super built-up  Area,Whitefield,1457.0,2.0,2.0,105.0,3
7108,Super built-up  Area,Whitefield,1720.0,3.0,2.0,128.0,3
7109,Super built-up  Area,Whitefield,1495.0,2.0,1.0,78.0,2
7110,Super built-up  Area,Whitefield,1270.0,2.0,2.0,52.0,2
7111,Super built-up  Area,Whitefield,1564.0,3.0,1.0,103.0,3
7112,Super built-up  Area,Whitefield,1240.0,2.0,2.0,41.0,2
7113,Super built-up  Area,Whitefield,1404.0,2.0,2.0,59.0,3
7114,Super built-up  Area,Whitefield,1639.0,3.0,2.0,107.0,3
7115,Super built-up  Area,Whitefield,1760.0,3.0,2.0,139.0,3
7116,Super built-up  Area,Whitefield,613.0,1.0,1.0,48.0,1
7117,Super built-up  Area,Whitefield,1730.0,3.0,2.0,125.0,3
7118,Super built-up  Area,Whitefield,1453.0,2.0,2.0,58.0,3
7119,Super built-up  Area,Whitefield,877.0,1.0,1.0,59.0,1
7120,Super built-up  Area,Whitefield,2856.0,5.0,0.0,154.5,4
7121,Built-up  Area,Yelachenahalli,1110.0,2.0,2.0,110.0,2
7122,Plot  Area,Yelachenahalli,900.0,2.0,1.0,115.0,4
7123,Plot  Area,Yelachenahalli,900.0,2.0,1.0,115.0,4
7124,Plot  Area,Yelachenahalli,1200.0,2.0,2.0,160.0,2
7125,Super built-up  Area,Yelachenahalli,2400.0,1.0,1.0,150.0,2
7126,Super built-up  Area,Yelachenahalli,1080.0,2.0,2.0,55.0,2
7127,Super built-up  Area,Yelachenahalli,1400.0,2.0,3.0,78.0,2
7128,Super built-up  Area,Yelachenahalli,1330.0,3.0,3.0,73.5,3
7129,Super built-up  Area,Yelachenahalli,1100.0,2.0,2.0,60.0,2
7130,Super built-up  Area,Yelachenahalli,1365.0,2.0,1.0,72.0,3
7131,Super built-up  Area,Yelachenahalli,1000.0,2.0,2.0,50.0,2
7132,Built-up  Area,Yelahanka,2195.0,4.0,2.0,127.0,3
7133,Built-up  Area,Yelahanka,1815.0,3.0,2.0,82.0,3
7134,Built-up  Area,Yelahanka,3042.0,4.0,0.0,131.0,4
7135,Built-up  Area,Yelahanka,600.0,2.0,2.0,27.0,2
7136,Built-up  Area,Yelahanka,1371.0,2.0,2.0,65.0,3
7137,Built-up  Area,Yelahanka,1712.0,3.0,3.0,82.0,3
7138,Built-up  Area,Yelahanka,4000.0,5.0,2.0,220.0,5
7139,Built-up  Area,Yelahanka,1465.0,3.0,2.0,80.01,3
7140,Built-up  Area,Yelahanka,1102.0,2.0,0.0,52.0,2
7141,Built-up  Area,Yelahanka,845.0,2.0,2.0,43.0,2
7142,Built-up  Area,Yelahanka,1315.0,2.0,3.0,75.0,2
7143,Built-up  Area,Yelahanka,3600.0,6.0,1.0,200.0,6
7144,Built-up  Area,Yelahanka,1650.0,3.0,3.0,105.0,3
7145,Built-up  Area,Yelahanka,1200.0,2.0,2.0,55.0,2
7146,Built-up  Area,Yelahanka,3990.0,4.0,1.0,260.0,4
7147,Built-up  Area,Yelahanka,1620.0,3.0,2.0,90.0,3
7148,Built-up  Area,Yelahanka,1225.0,2.0,2.0,62.0,2
7149,Built-up  Area,Yelahanka,1560.0,2.0,2.0,98.0,3
7150,Built-up  Area,Yelahanka,1342.0,2.0,2.0,75.0,3
7151,Built-up  Area,Yelahanka,1250.0,2.0,2.0,54.0,2
7152,Built-up  Area,Yelahanka,1270.0,2.0,2.0,57.0,2
7153,Built-up  Area,Yelahanka,1890.0,4.0,2.0,85.0,3
7154,Built-up  Area,Yelahanka,1847.0,3.0,3.0,92.0,3
7155,Built-up  Area,Yelahanka,2088.0,5.0,0.0,110.0,4
7156,Built-up  Area,Yelahanka,1200.0,2.0,2.0,60.0,2
7157,Built-up  Area,Yelahanka,1350.0,2.0,3.0,85.0,3
7158,Built-up  Area,Yelahanka,1633.0,3.0,2.0,110.0,3
7159,Built-up  Area,Yelahanka,1325.0,2.0,2.0,58.0,3
7160,Built-up  Area,Yelahanka,602.0,1.0,1.0,33.0,1
7161,Built-up  Area,Yelahanka,567.0,1.0,1.0,25.0,1
7162,Plot  Area,Yelahanka,660.0,1.0,0.0,48.0,1
7163,Plot  Area,Yelahanka,3206.0,5.0,2.0,270.0,4
7164,Plot  Area,Yelahanka,1550.0,3.0,1.0,120.0,3
7165,Plot  Area,Yelahanka,1200.0,4.0,1.0,140.0,5
7166,Plot  Area,Yelahanka,1200.0,2.0,1.0,70.0,2
7167,Plot  Area,Yelahanka,2675.0,4.0,2.0,140.0,4
7168,Plot  Area,Yelahanka,1200.0,5.0,2.0,162.0,5
7169,Plot  Area,Yelahanka,1800.0,4.0,2.0,180.0,4
7170,Plot  Area,Yelahanka,1633.0,2.0,1.0,72.0,2
7171,Plot  Area,Yelahanka,1400.0,5.0,2.0,175.0,7
7172,Plot  Area,Yelahanka,2500.0,3.0,1.0,120.0,5
7173,Plot  Area,Yelahanka,1200.0,5.0,0.0,150.0,6
7174,Super built-up  Area,Yelahanka,1600.0,2.0,3.0,75.0,3
7175,Super built-up  Area,Yelahanka,1326.0,2.0,2.0,78.0,2
7176,Super built-up  Area,Yelahanka,1350.0,2.0,1.0,55.55,2
7177,Super built-up  Area,Yelahanka,1035.0,2.0,1.0,45.0,2
7178,Super built-up  Area,Yelahanka,1350.0,2.0,2.0,54.0,2
7179,Super built-up  Area,Yelahanka,1132.5,2.0,0.0,48.13,2
7180,Super built-up  Area,Yelahanka,1705.0,3.0,2.0,95.0,3
7181,Super built-up  Area,Yelahanka,1170.0,2.0,1.0,62.5,2
7182,Super built-up  Area,Yelahanka,1450.0,3.0,0.0,65.255,3
7183,Super built-up  Area,Yelahanka,1120.0,2.0,2.0,55.0,2
7184,Super built-up  Area,Yelahanka,1662.0,2.0,2.0,67.98,3
7185,Super built-up  Area,Yelahanka,1075.0,2.0,1.0,51.5,2
7186,Super built-up  Area,Yelahanka,1614.0,3.0,2.0,95.0,3
7187,Super built-up  Area,Yelahanka,890.0,2.0,2.0,40.0,2
7188,Super built-up  Area,Yelahanka,654.0,1.0,1.0,38.4,1
7189,Super built-up  Area,Yelahanka,1150.0,2.0,2.0,46.0,2
7190,Super built-up  Area,Yelahanka,1705.0,3.0,1.0,74.16,3
7191,Super built-up  Area,Yelahanka,3461.0,2.0,2.0,173.0,4
7192,Super built-up  Area,Yelahanka,1300.0,2.0,3.0,65.0,2
7193,Super built-up  Area,Yelahanka,1825.0,3.0,1.0,105.0,3
7194,Super built-up  Area,Yelahanka,1603.0,3.0,2.0,96.0,3
7195,Super built-up  Area,Yelahanka,1304.0,2.0,1.0,79.0,2
7196,Super built-up  Area,Yelahanka,1455.0,3.0,1.0,61.5,3
7197,Super built-up  Area,Yelahanka,1616.0,3.0,1.0,65.0,3
7198,Super built-up  Area,Yelahanka,915.0,2.0,2.0,48.0,2
7199,Super built-up  Area,Yelahanka,1026.0,2.0,1.0,41.0,2
7200,Super built-up  Area,Yelahanka,1517.0,3.0,2.0,76.3,3
7201,Super built-up  Area,Yelahanka,2912.5,6.0,0.0,125.5,4
7202,Super built-up  Area,Yelahanka,1566.0,3.0,2.0,97.0,3
7203,Super built-up  Area,Yelahanka,1180.0,3.0,1.0,55.0,3
7204,Super built-up  Area,Yelahanka,1270.0,2.0,2.0,78.0,2
7205,Super built-up  Area,Yelahanka,1400.0,2.0,2.0,80.54,3
7206,Super built-up  Area,Yelahanka,1391.0,2.0,2.0,64.5,3
7207,Super built-up  Area,Yelahanka,1326.0,2.0,2.0,57.0,2
7208,Super built-up  Area,Yelahanka,1500.0,2.0,2.0,63.0,3
7209,Super built-up  Area,Yelahanka,654.0,1.0,1.0,37.0,1
7210,Super built-up  Area,Yelahanka,1721.0,3.0,3.0,80.86,3
7211,Super built-up  Area,Yelahanka,1226.0,2.0,2.0,52.71,2
7212,Super built-up  Area,Yelahanka,1692.0,3.0,2.0,83.0,3
7213,Super built-up  Area,Yelahanka,1033.0,2.0,1.0,52.58,2
7214,Super built-up  Area,Yelahanka,1390.0,2.0,2.0,65.31,2
7215,Super built-up  Area,Yelahanka,1040.0,2.0,1.0,48.86,2
7216,Super built-up  Area,Yelahanka,1345.0,2.0,1.0,57.0,3
7217,Super built-up  Area,Yelahanka,2145.0,3.0,3.0,125.0,3
7218,Super built-up  Area,Yelahanka,1200.0,2.0,1.0,54.0,2
7219,Super built-up  Area,Yelahanka,1322.0,2.0,2.0,75.0,2
7220,Super built-up  Area,Yelahanka,602.0,1.0,1.0,26.0,1
7221,Super built-up  Area,Yelahanka,1100.0,2.0,1.0,60.0,2
7222,Super built-up  Area,Yelahanka,1614.0,2.0,1.0,100.0,3
7223,Super built-up  Area,Yelahanka,1890.0,3.0,2.0,108.0,3
7224,Super built-up  Area,Yelahanka,1556.0,3.0,2.0,86.0,3
7225,Super built-up  Area,Yelahanka,1610.0,4.0,2.0,85.0,3
7226,Super built-up  Area,Yelahanka,1075.0,2.0,1.0,42.0,3
7227,Super built-up  Area,Yelahanka,1260.0,2.0,2.0,59.2,2
7228,Super built-up  Area,Yelahanka,1519.0,2.0,3.0,65.0,2
7229,Super built-up  Area,Yelahanka,1859.0,3.0,1.0,108.0,3
7230,Super built-up  Area,Yelahanka,1050.0,2.0,1.0,45.0,2
7231,Super built-up  Area,Yelahanka,1322.0,2.0,2.0,80.0,2
7232,Super built-up  Area,Yelahanka,1285.0,2.0,2.0,56.0,2
7233,Super built-up  Area,Yelahanka,1305.0,2.0,1.0,78.0,2
7234,Super built-up  Area,Yelahanka,1180.0,2.0,1.0,56.0,2
7235,Super built-up  Area,Yelahanka,1711.0,3.0,3.0,85.61,3
7236,Super built-up  Area,Yelahanka,1390.0,2.0,2.0,70.21,2
7237,Super built-up  Area,Yelahanka,1614.0,3.0,2.0,95.0,3
7238,Super built-up  Area,Yelahanka,654.0,1.0,1.0,36.25,1
7239,Super built-up  Area,Yelahanka,1614.0,3.0,2.0,93.0,3
7240,Super built-up  Area,Yelahanka,694.0,1.0,0.0,30.84,1
7241,Super built-up  Area,Yelahanka,1115.0,2.0,2.0,60.0,2
7242,Super built-up  Area,Yelahanka,2317.0,4.0,3.0,140.0,3
7243,Super built-up  Area,Yelahanka,1653.0,3.0,3.0,93.0,3
7244,Super built-up  Area,Yelahanka,654.0,1.0,1.0,38.0,1
7245,Super built-up  Area,Yelahanka,1445.0,2.0,2.0,82.0,2
7246,Super built-up  Area,Yelahanka,697.0,1.0,1.0,35.0,1
7247,Super built-up  Area,Yelahanka,1065.0,2.0,1.0,41.38,2
7248,Super built-up  Area,Yelahanka,682.0,1.0,1.0,36.23,1
7249,Super built-up  Area,Yelahanka,1023.0,2.0,1.0,52.59,2
7250,Super built-up  Area,Yelahanka,1780.0,3.0,2.0,107.0,3
7251,Super built-up  Area,Yelahanka,1823.0,3.0,2.0,103.0,3
7252,Super built-up  Area,Yelahanka,1792.0,3.0,1.0,104.0,3
7253,Super built-up  Area,Yelahanka,1304.0,2.0,1.0,69.97,2
7254,Super built-up  Area,Yelahanka,1300.0,2.0,2.0,69.23,2
7255,Super built-up  Area,Yelahanka,1705.0,3.0,1.0,91.0,3
7256,Super built-up  Area,Yelahanka,1835.0,3.0,1.0,108.0,3
7257,Super built-up  Area,Yelahanka,1890.0,3.0,2.0,109.0,3
7258,Super built-up  Area,Yelahanka,700.0,1.0,1.0,38.0,1
7259,Super built-up  Area,Yelahanka,1491.0,3.0,2.0,85.0,3
7260,Super built-up  Area,Yelahanka,1517.0,3.0,2.0,71.28,3
7261,Super built-up  Area,Yelahanka,1664.0,3.0,0.0,73.95,3
7262,Super built-up  Area,Yelahanka,1140.0,2.0,1.0,50.66,2
7263,Super built-up  Area,Yelahanka,1705.0,3.0,2.0,85.0,3
7264,Super built-up  Area,Yelahanka,827.5,1.0,0.0,42.535,1
7265,Super built-up  Area,Yelahanka,1195.0,2.0,0.0,53.105,2
7266,Super built-up  Area,Yelahanka,1355.0,2.0,3.0,75.0,3
7267,Super built-up  Area,Yelahanka,3175.0,4.0,1.0,156.0,4
7268,Super built-up  Area,Yelahanka,1408.0,2.0,2.0,58.0,2
7269,Super built-up  Area,Yelahanka,1104.0,2.0,2.0,58.0,2
7270,Super built-up  Area,Yelahanka,1175.0,2.0,1.0,67.77,2
7271,Super built-up  Area,Yelahanka,1322.0,2.0,1.0,77.9,2
7272,Super built-up  Area,Yelahanka,1315.0,2.0,3.0,77.0,2
7273,Super built-up  Area,Yelahanka,1430.0,3.0,1.0,61.0,3
7274,Super built-up  Area,Yelahanka,1045.0,2.0,1.0,45.0,2
7275,Super built-up  Area,Yelahanka,602.0,2.0,1.0,30.0,1
7276,Super built-up  Area,Yelahanka,1362.0,2.0,2.0,66.0,2
7277,Super built-up  Area,Yelahanka,1180.0,2.0,1.0,55.0,2
7278,Super built-up  Area,Yelahanka,1267.0,3.0,1.0,78.0,2
7279,Super built-up  Area,Yelahanka,1360.0,2.0,1.0,78.19,2
7280,Super built-up  Area,Yelahanka,1025.0,2.0,1.0,44.0,2
7281,Built-up  Area,Yelahanka New Town,650.0,1.0,2.0,33.0,1
7282,Built-up  Area,Yelahanka New Town,350.0,1.0,1.0,13.5,1
7283,Built-up  Area,Yelahanka New Town,650.0,1.0,1.0,17.0,1
7284,Built-up  Area,Yelahanka New Town,450.0,1.0,0.0,16.0,1
7285,Built-up  Area,Yelahanka New Town,1209.0,2.0,3.0,65.0,3
7286,Built-up  Area,Yelahanka New Town,488.0,1.0,1.0,20.0,1
7287,Built-up  Area,Yelahanka New Town,860.0,1.0,2.0,31.0,2
7288,Built-up  Area,Yelahanka New Town,1000.0,2.0,1.0,44.0,2
7289,Built-up  Area,Yelahanka New Town,1290.0,2.0,2.0,70.0,2
7290,Plot  Area,Yelahanka New Town,1200.0,2.0,1.0,130.0,2
7291,Plot  Area,Yelahanka New Town,2700.0,3.0,0.0,350.0,3
7292,Plot  Area,Yelahanka New Town,2200.0,2.0,0.0,180.0,2
7293,Plot  Area,Yelahanka New Town,1740.0,3.0,2.0,150.0,3
7294,Super built-up  Area,Yelahanka New Town,500.0,1.0,1.0,20.0,1
7295,Super built-up  Area,Yelahanka New Town,440.0,1.0,1.0,16.5,1
7296,Super built-up  Area,Yelahanka New Town,550.0,2.0,1.0,26.0,2
7297,Super built-up  Area,Yelahanka New Town,1700.0,3.0,2.0,90.0,3
7298,Super built-up  Area,Yelahanka New Town,1541.0,3.0,3.0,80.0,3
7299,Super built-up  Area,Yelahanka New Town,1385.0,2.0,3.0,65.0,2
7300,Super built-up  Area,Yelahanka New Town,500.0,2.0,1.0,24.0,1
7301,Super built-up  Area,Yelahanka New Town,1599.0,3.0,2.0,80.0,3
7302,Super built-up  Area,Yelahanka New Town,960.0,2.0,2.0,50.0,2
7303,Super built-up  Area,Yelahanka New Town,2095.0,3.0,1.0,109.0,4
7304,Super built-up  Area,Yelahanka New Town,450.0,1.0,1.0,15.0,1
7305,Super built-up  Area,Yelahanka New Town,500.0,1.0,1.0,18.0,1
7306,Super built-up  Area,Yelahanka New Town,1420.0,2.0,1.0,75.0,3
7307,Super built-up  Area,Yelahanka New Town,2437.0,3.0,2.0,125.0,3
7308,Super built-up  Area,Yelahanka New Town,1100.0,2.0,1.0,58.0,2
7309,Super built-up  Area,Yelahanka New Town,1426.0,2.0,2.0,61.5,3
7310,Super built-up  Area,Yelahanka New Town,1000.0,2.0,1.0,48.0,3
7311,Built-up  Area,Yelenahalli,1200.0,2.0,2.0,46.17,2
7312,Built-up  Area,Yelenahalli,1200.0,2.0,2.0,46.17,2
7313,Super built-up  Area,Yelenahalli,1240.0,2.0,2.0,47.12,2
7314,Super built-up  Area,Yelenahalli,1260.0,2.0,2.0,47.88,2
7315,Super built-up  Area,Yelenahalli,1500.0,2.0,2.0,57.0,3
7316,Super built-up  Area,Yelenahalli,1175.0,2.0,2.0,50.0,2
7317,Super built-up  Area,Yelenahalli,1650.0,3.0,3.0,68.0,3
7318,Super built-up  Area,Yelenahalli,1200.0,2.0,2.0,45.6,2
7319,Super built-up  Area,Yelenahalli,1160.0,2.0,2.0,44.08,2
